url,Headline,Organization,Location,Assignment type,Subject,Publish date,Deadline for application,Description,machine learning,deep learning
https://kth.powerappsportals.com/en-US/student/view-job/?id=793eca22-c02d-ed11-97b0-0003ff30b1a3,Android Runtime Shader Performance Analysis,Bontouch,Stockholm eller Östersund,Degree project,Computer Science and Engineering,9/6/2022,11/30/2022,"Background
Shaders are programs written in a shader language that run as part of a rendering pipeline, optimally on the GPU directly. There are various types of shaders and applications thereof, but as an example you may use a shader to provide the per-pixel color on a polygon, allowing for smooth shading from light to dark based on the calculated light level (hence the name shader).

In 2D mobile applications, shaders can still be a powerful tool to provide custom effects or to optimize rendering of common patterns (e.g. shadows or textured surfaces).

Android uses the open-source 2D graphics engine Skia to perform its rendering. Skia allows for customization of the rendering pipeline including shaders written in SkSL (a variant of GLSL), also called AGSL (Android Graphics Shading Language) in the Android documentation. Starting from Android API 33 (Android 13) application developers can easily write and use their own shaders in their applications with RuntimeShader.

Task
In this thesis project, you will examine the use of RuntimeShader and compare using custom shaders versus standard Canvas drawing or Android UI components. An analysis could be made regarding the ease of use, performance, feature parity, code complexity/length, etc. The comparison could be made against an already existing UI component, screen, animation, etc, written with standard Android UI components in one of our Android apps, and compared to your custom shader implementation recreation.

The central question would be to see in what circumstances a custom shader should be considered, what the expected gains are, and perhaps highlight some capabilities that would be infeasible without the use of a shader.

This thesis project may suit you if...
You are interested in graphics, mathematics, and low-level programming.
You enjoy visual results and focusing on the details.
You don’t mind trailblazing with new APIs and are passionate about learning new things.

You are welcome to contact us at students@bontouch.com, if you have any questions about the topic or want to know more about our thesis program at Bontouch.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=4f73d121-dd2d-ed11-97b0-0003ff30b1a3,Evaluating WebAssembly (Wasm),Bontouch,Stockholm eller Östersund,Degree project,Computer Science and Engineering,9/6/2022,11/30/2022,"Background
WebAssembly (or Wasm) is a binary instruction format that is used as a compilation target, enabling deployment in a web browser or on the backend. That is, you can write your code in C++, Rust, Java, Swift, Kotlin or pretty much any language you like, compile it to WebAssembly, and run it in a web browser. Wasm is still a new technology, is developed at a rapid pace and a lot can happen in a short time. By 2022, it’s starting to look like an established technology.

Task
Depending on your interests or previous experience, a lot of different specific tasks could be conceived around Wasm, many of them having to do with performance. You could for example compare the performance of:

Wasm compiled from different source languages
any source language compiled to Wasm vs. native machine code
Wasm compiled with or without support for SIMD instructions
the same Wasm code running in different browsers
compiled Wasm vs. Javascript

This thesis may suit you if:
You care about performance optimisation
You enjoy working with tech on the bleeding edge
You’re interested in the future of the web

You are welcome to contact us at students@bontouch.com, if you have any questions about the topic or want to know more about our thesis program at Bontouch.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=b31ad08d-dd2d-ed11-97b0-0003ff30b1a3,Evaluating HTTP 2 and 3 for use in Mobile Apps,Bontouch,Stockholm eller Östersund,Degree project,Computer Science and Engineering,9/6/2022,11/30/2022,"Background
Many mobile apps use HTTP/1.1 to communicate with backend REST APIs. It’s a well-understood protocol and many backends have been deployed with only support for HTTP/1.1 in mind. However, both Android and iOS support both HTTP/2 and HTTP/3, and using them instead of HTTP/1.1 could result in significant gains, in terms of e.g. performance and battery life, depending on the network usage pattern of the app and its corresponding backend API.

Task
In this thesis project, you will describe and measure the various potential gains made by using HTTP/2 and HTTP/3 instead of HTTP/1.1. You will examine various typical app usage patterns and assess in what situations making an effort to switch to a newer version of HTTP would be beneficial.

Also interesting would be to consider how the newer HTTP versions behave with multipath networking.

You will also evaluate other pros and cons, such as tool support, backend platform support, reliability, and debuggability.

As this topic hasn’t really received the type of attention it deserves in the mobile app development community, you would have an opportunity to make an impact.

This thesis project may suit you if...
You are interested in learning more about modern network communication.
You enjoy the challenge of real world scenarios where everything is a trade-off.
You want to make an impact.

You are welcome to contact us at students@bontouch.com, if you have any questions about the topic or want to know more about our thesis program at Bontouch.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=06910cea-dd2d-ed11-97b0-0003ff30b1a3,Integrating Generative Models within the UX/UI Design Process,Bontouch,Stockholm eller Östersund,Degree project,Computer Science and Engineering,9/6/2022,11/30/2022,"Background
New Deep Learning models are capable of generating highly detailed images based on a text prompt, and they are about to revolutionize creative fields and beyond.

Architectures like Generative Adversarial Networks (GANs) have been used to synthesize photorealistic images since 2014, but recent development on diffusion models have reached a new state-of-the-art. In addition, the progress on large language models based on transformers (like GPT-3) has pushed forward the field of Natural Language Processing tremendously.

Combining these advancements in Deep Language Understanding with diffusion models has yielded models like OpenAI’s DALL-E 2 and Google’s Imagen; these are capable of producing unique synthetic images that closely match a text prompt given as input.

These remarkable models can also be used for “text-guided image-to-image translation”, or in other words, converting an input image into another with the help of a text prompt; for instance, one could sketch out a drawing of a landscape, describe it in a sentence or two, and obtain a photorealistic image back from the model.

Task
This thesis is quite open-ended, but the main goal should be investigating how these generative models can be integrated within the UX/UI design process. A tool like this could be used to quickly generate images that could inspire a designer, stimulate the ideation process, or perhaps simplify prototyping; it could be used side-by-side to applications like Sketch or Figma, or even integrated as a plug-in. You will have complete freedom to choose the direction you prefer, as well as access to all necessary resources (a workstation equipped with a powerful GPU, software licenses, and of course, guidance from our designers and developers at Bontouch).

This thesis project may suit you if...
You are excited about state-of-the-art Deep Learning methods
You are familiar with Python and frameworks like PyTorch or TensorFlow
You are interested in design and the design process

You are welcome to contact us at students@bontouch.com, if you have any questions about the topic or want to know more about our thesis program at Bontouch.",True,True
https://kth.powerappsportals.com/en-US/student/view-job/?id=d5f60767-de2d-ed11-97b0-0003ff30b1a3,"Analyzing and Comparing Concurrent, Convergent Replicated Data Synchronization Methods",Bontouch,Stockholm eller Östersund,Degree project,Computer Science and Engineering,9/6/2022,11/30/2022,"Background
Modern software solutions are typically built on the idea of mobility, being able to access data regardless of your physical location or device, which necessitates that the data not only be accessible and modifiable from anywhere (i.e. hosted in the cloud) but also by multiple devices at the same time, or even without an internet connection. When multiple devices/users are modifying the data at the same time, it is also desirable that changes are seen in real time.

This introduces the problem of synchronization – changes I make locally should be seen by others (perhaps at a later time, if I am offline right now). There are many different ways to handle syncing data, but a common problem is handling conflicts between two data sets – if user A makes changes to the same data at the same time as user B, we need to somehow resolve this conflict by automatically merging the two, picking one of them, or asking the user to manually merge the conflict or pick a version to keep.

CRDTs (Conflict-free Replicated Data Types) with Hybrid Logical Clocks provide one way to enable distributed systems to pass changes around safely, without risk for conflicts and without the need for synchronized clocks or constant connection between nodes. There is also Operational Transform, a technology with similar guarantees and use cases as CRDTs. Differential Synchronization is another method for syncing changes from multiple users to the same text in a way that is robust and relatively simple. There are probably many others.

Task
This is an open-ended thesis suggestion. The idea is to compare different methods for concurrent, convergent replicated data synchronization, from both a theoretical and practical standpoint. Points of comparison may be made with regards to:

Theoretical guarantees and features, perhaps around overhead, convergence, conflict resolution, and more.
Existing implementations and complexity of writing your own, including for multiple disparate platforms.
Practical implementation consequences including performance, requirements, and restrictions on the environment or interactions with data.
Requirements on architecture or system design e.g. client-server, peer-to-peer, load balancing, replication, sharing, etc.
Offline support, robustness to network issues and latency, incorrect clocks, memory corruption, malicious clients, and other errors.
Or any other interesting avenues of research and verification that you come across.

This thesis project may suit you if...
You are interested in algorithmic design and mathematical theory.
You’re interested in both the backend and cloud side as well as the client side of things, in order to build the best product.
You already have ideas for directions you might take your thesis based on what you’ve just read.

You are welcome to contact us at students@bontouch.com, if you have any questions about the topic or want to know more about our thesis program at Bontouch.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=e9569cc0-de2d-ed11-97b0-0003ff30b1a3,Performance Analysis of SwiftUI on iOS,Bontouch,Stockholm eller Östersund,Degree project,Computer Science and Engineering,9/6/2022,11/30/2022,"Background
SwiftUI is a declarative framework for creating user interfaces across multiple platforms such as iOS, macOS, tvOS and watchOS. SwiftUI was introduced by Apple in 2019 and ever since, it has been evolving at a rapid pace. Apple make yearly releases with new features of SwiftUI, creating a more and more competent framework.

Performance is an important part of a great user experience. An app with bad performance can affect the user experience by taking too long time to launch, responding slowly to input or appearing to the users as if it’s not working. With SwiftUI constantly growing and being adopted across the industry, it is important to assess its performance, to see what benefits or pitfalls SwiftUI might have compared to other UI frameworks.

Task
Compare performance between SwiftUI and an older UI framework, such as UIKit. A performance analysis can be carried out where accuracy, efficiency or speed of execution are metrics to investigate.

Parts of SwiftUI that could be interesting to research are:

Shapes vs. Canvas vs. Metal
Complex rows in lists
Live updating surfaces

This thesis project may suit you if…
You would like to try out Swift and working with software development for Apple platforms.
You care about low level details of programming languages.
You are interested in the shift from imperative to declarative programming.

You are welcome to contact us at students@bontouch.com, if you have any questions about the topic or want to know more about our thesis program at Bontouch.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=c8913d05-e12d-ed11-97b0-0003ff30b1a3,Improving Train Positioning using Track Data from Trafikverket,Bontouch,Stockholm eller Östersund,Degree project,Computer Science and Engineering,9/6/2022,11/30/2022,"Background
In the current version of the SJ mobile app, train route visualisation is done without any exact data on where the tracks actually are. The current method uses linear interpolation between train stops instead of the actual train route, which can result in “interesting” routes. The most obvious ones being routes crossing several of Sweden’s biggest lakes. No, there are no tunnels.

Trafikverket keep detailed plans of every track the Swedish trains use, and despite not being in the easily accessible format, it should make it possible to improve the visualisation.

Task
Create a route estimation tool using track data from Trafikverket.

Investigate if the data set can be reduced to fit into a mobile app.

Find out if the algorithm be optimised to run in real time on a mobile device.

This thesis project may suit you if:
You enjoy data processing
You enjoy working with and develop new algorithms
You have an interest in mobile development

You are welcome to contact us at students@bontouch.com, if you have any questions or concerns about the topic ""Improving Train Positioning using Track Data from Trafikverket"", want to know more about other topics we offer or about our thesis program at Bontouch.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=11f23ba5-e12d-ed11-97b0-0003ff30b1a3,Jetpack Compose Performance Evaluation,Bontouch,Stockholm eller Östersund,Degree project,Computer Science and Engineering,9/6/2022,11/30/2022,"Background
Jetpack Compose is a new declarative UI framework for Android (and other platforms), which allows you to write your UI as a set of functions with inputs. Whenever a state changes, any function depending on its value will be called again to emit a new UI.

With Compose growing more popular and adoption across the industry on the rise, more and more complex views and interaction patterns will be implemented in Compose. How does this impact overall app performance? Are there certain kinds of views Compose still isn't well suited for? How does it stack up to the old tried and true UI framework?

Task
Evaluate performance between Compose and the old UI Framework. You could measure a number of things, such as:
Layout/measure time
Drawing time per frame, or dropped frames
Drawing time during certain operations (such as scroll)
Time to first frame
Memory usage
GPU, CPU, and battery usage
Effects on app size
etc.

Some areas worth investigating are:
Layout process
Lists using LazyColumns vs RecyclerView
Animations
Complex views
Images/bitmaps
Canvas operations
Touch interaction
Of course, you will likely find many others to investigate.

This thesis project may suit you if:
You are curious about declarative UI
You are interested in the Android platform
You care about performance and buttery smooth UIs

You are welcome to contact us at students@bontouch.com, if you have any questions about the topic or want to know more about our thesis program at Bontouch.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=5c362bfe-e12d-ed11-97b0-0003ff30b1a3,Evaluating Performance of Kotlin Multiplatform in non-JVM Environments,Bontouch,Stockholm eller Östersund,Degree project,Computer Science and Engineering,9/6/2022,11/30/2022,"Background
Native app development can provide an app with high performance and an intuitive user experience, which is harder to achieve using cross-platform frameworks. Poor performance has long been considered to be one of the main disadvantages of applications developed with a non-native approach (also known as multiplatform).

Kotlin Multiplatform is a framework that allows the same code to be compiled for Android, iOS, web and other platforms. Kotlin/Native compiles to native code on supported platforms, such as iOS. There is also Kotlin/JS that transpiles to JS, and Kotlin/Native can also compile to WebAssembly.

For an iOS app, this should theoretically provide the same performance as building it natively in Swift or Objective-C. This should make cross-platform a more viable option than other alternatives, even when native performance is needed.

Task
For this task you can choose to evaluate the memory and runtime performance of Kotlin code running in a browser or an iOS app, as compared to the equivalent code in JS or Swift. It could be interesting to evaluate different types of code/algorithms including

Memory-heavy code
Multithreaded code
CPU-intensive code
Extended load
IO-heavy code
Time-constrained operations such as audio/video or UI code
You can use different metrics such as garbage collection overhead, memory consumption, execution time, CPU utilization, battery consumption, IO usage, etc.

This thesis project may suit you if...
You are interested in iOS development, web development and/or Kotlin.
You care about low-level details of execution and performance.
You enjoy learning new languages and platforms.

You are welcome to contact us at students@bontouch.com, if you have any questions about the topic or want to know more about our thesis program at Bontouch.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=57b30ee5-e22d-ed11-97b0-0003ff30b1a3,Saliency Analysis for Extracting Key Frames from a Video Clip,Bontouch,Stockholm eller Östersund,Degree project,Computer Science and Engineering,9/6/2022,11/30/2022,"Background
In recent years, there has been a remarkable surge of video content shared on social media; new platforms like TikTok are built around it, while older ones like Instagram are shifting towards this format.

The rise in popularity of video content comes hand in hand with the rapid development of automated systems for labeling, moderating, and otherwise analyzing such content as fast as it is uploaded and shared.

One interesting problem in particular is about extracting one or a few “interesting” — or salient — frames from a video clip; these frames could be used in a number of ways, for instance:

We might want to use a representative frame as a thumbnail for the video clip
We might want to highlight certain moments of the video to the user, for example, a moment where people are smiling
We might want to identify products, and perform further analysis on those frames
How we define “interesting” here depends on the application, but regardless of what we are looking for, we typically want the selected frames to be as clear as possible, minimizing motion blur, noise, incorrect exposure, etc.

Task
For this thesis project, you will investigate automated solutions for identifying and extracting salient frames from video clips. Your implementation should be able to take a short video as input, and return one or more clear frames containing certain objects. You will be free to choose any method you would like to experiment with, including old-school Computer Vision techniques, and Deep Learning. You will also get to decide between building a solution for a workstation or a cloud container, or experimenting with efficient methods that can run locally on a mobile device.

This thesis project may suit you if...
You are interested in Computer Vision and Deep Learning.
You are familiar with one or more frameworks for Machine Learning (such as PyTorch, TensorFlow).
You are curious about Deep Learning on mobile devices.

You are welcome to contact us at students@bontouch.com, if you have any questions about the topic or want to know more about our thesis program at Bontouch.",True,True
https://kth.powerappsportals.com/en-US/student/view-job/?id=2a8cb47a-232d-ed11-97b0-0003ff30b1a3,Master Thesis -,Einride,Worldwide,Degree project,Engineering,9/5/2022,11/30/2022,"Part commercial enterprise, part revolutionary movement, Einride leads the transition to a zero-emission transportation system, based on autonomous, all-electric vehicles, coordinated by an intelligent routing software — making the journey from A to B as efficient as possible.

As a Master's Thesis student at Einride you'll be joining a top talent team of ambitious, creative, kind-hearted people who challenge conventional thinking, think big, and aim for zero. Einride cultivates close relationships with academia and welcomes a limited number of Master's students to write their thesis with us each year. During the thesis period, you will be supervised by one of our team members that are equally as excited about your subject area as yourself. Together, you will throughout the semester work on projects that will make a real difference toward a sustainable future. Our master thesis program is a first step toward becoming an Einride employee.

Please include the following in your application:
- If you have a partner, you both have to apply separately, but please include your co-author's name in your application.

- Subject area with a description for the subject and motivation of the choice (maximum 250 words)

- CV

Qualifications:
- Currently finishing your master's degree and writing your Master's Thesis during spring 2023

- Relevant engagements outside of studies

- Highly driven individual, but thrives working as a part of a team

- A strong interest in the tech and the startup scene

- Passion for sustainability

We recommend that you submit your application as soon as possible as selection and interviews are held continuously. The application period closes at the end of November.

If you have any questions, please reach out to Mathilda Hagerborg at mathilda.hagerborg@einride.tech",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=281e2a37-e429-ed11-97b0-0003ff30b1a3,Developing a background-controlling immunoassays for precision medicin,KTH,AlbaNova,Degree project,Biotechnology,9/2/2022,12/1/2022,"Multiplexed bead-based immunoassays are becoming increasingly popular for detecting hundreds of proteins simultaneously in a few microliters of serum or plasma. Today, multiplexed sandwich immunoassays on beads are commercially available for quantifying panels of cytokines, cardiac disease biomarkers, or obesity biomarkers, among others. As with most analytical methods, unwanted technical variation gets introduced into the data during sample handling and assay preparation. This technical variation can be large in methods that use very small pipet volumes, especially in the hands of unexperienced users, and sometime ends up masking interesting biological variation. To tackle these technical variations, multiplexed data needs to be normalized before analysis. Despite this, normalization relies heavily on assumptions of your data that may not always hold true and accurately compensating for technical variation without removing biological variation is complex.

Commonly, bead-based immunoassays are performed by coating color coded microparticles with antibodies towards your target protein of interest, then mix these particles with serum (or plasma). Ideally, only your target protein of interest will bind to the antibody and all other proteins removed through washing. However, this is rarely the case, and instead some serum proteins bind unspecific to the beads or antibody scaffold. The total amount of bond protein is then detected either by adding a fluorophore to biotin that has been randomly incorporated into the blood sample, by using a detection antibody or a known amount of spiked-in labelled target protein.

In this project, you will search for proteins that could be used as internal standards for measuring sample background. You will then attempt to develop a new type of multiplexed, bead-based immunoassay for a preselected number or proteins in serum, that relies on one or several of these proteins as an internal standard for normalizing against technical variation. You will investigate if this method can be used to, in an easy way, isolate and compensate for technical variation after an assay has been run. You will need to design experiments to establish a mathematical relationship between signal, added sample volume and target protein.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=bcd1ce12-6a28-ed11-b5cf-0003ff30b1a3,Intership 2022/2023,Norvestor,,Seasonal and part time jobs,Real Estate Development and Financial Services,9/1/2022,12/1/2022,"Part-time Private Equity Internship Fall/Spring 2022/23 – Stockholm
Norvestor is looking for last year bachelor- and master students to join our Stockholm team part- or full-time, for an internship with a six to twelve months duration. We offer a unique opportunity to experience the private equity industry firsthand and develop skills to pursue a career in investments or entrepreneurship. You will take an integral role in our investment team, taking on a significant amount of responsibility assisting us in acquiring and developing fast-growing Nordic companies.
The internship is a great opportunity to learn private equity, work closely with, and be coached by, the Norvestor team and attend the Norvestor Academy sessions.

Key Responsibilities
• Prepare research and analysis for deal sourcing and development of our portfolio companies
• Financial modelling
• Preparation of external and internal presentations and other material
• Attend meetings and discussions with various external advisors, entrepreneurs as well as with existing and prospects portfolio companies
• Assist deal teams with internal processes
• Take part in Norvestor Academy sessions

Candidate Profile
Candidates with analytical, commercial, and creative capabilities, who are willing to work hard and diligently in a team-oriented environment
• Third-year Bachelor or Master students within business/economics or engineering with strong academic record
• Previous experience from relevant internships and extracurricular activities
• Commercially oriented with distinct and interest for investments
• Microsoft Office proficiency
• Fluent in English and Swedish or Norwegian



About Norvestor
Norvestor is a leading private equity firm that has partnered with Nordic businesses for nearly three decades. We have a total of 2.1 billion EUR in committed capital investing in medium-sized Nordic companies, with revenues in the range of €25–250 million. We typically invest in companies providing services, often where digitalisation and available technology can be utilised to make sustainable efficiency gains and create real value for clients and society.
Sustainability is a key aspect of Norvestor’s investment philosophy. We are convinced that businesses that contribute positively to society and have sustainable business models will build long-term value. We want our contribution to be positive – not just because we believe acting responsibly leads to superior investment results and allow us to attract the best talent, but also because we are convinced it is the right thing to do.
The team comprises 40 professionals based in Oslo, Helsinki, Stockholm, Copenhagen, and Luxembourg. Our Stockholm office opened in 2016 and comprises 6 full-time employees.
If you have any further questions regarding the internship, please feel free to contact us. Please send your application including CV, cover letter, and grades to reception.se@norvestor.com

(Subject: Norvestor investment internship Stockholm – your full name).
We will go through the applications on an ongoing basis, and as such we highly advise you to send in yours as soon as possible.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=ff6b9d9b-1827-ed11-b5cf-0003ff30b1a3,Altitude Estimation Filter for HydroFoiling Craft,Kungliga Tekniska Högskolan,"KTH, Stockholm",Degree project,Engineering,8/31/2022,12/31/2022,"Electric hydrofoiling craft are gaining increasingly attention. Modern design requires advanced and reliable fly-by-wire ride-control systems.

Successful control feedback of the vehicle ride altitude requires both a good estimation of ride height over mean water level and but at the same time not reacting to every single wave encounter. The challenges are mainly:
That the altimeter:
     - Sometimes get no reading,
     - Sometimes reads N*true distance,
     - Damping out waves (low pass) makes for a too slow filter

The solution would be a combined filter that
     - Classifies wave conditions (but not reacts to every wave encounter)
     - Estimates altitude of board over calm water level as control state.

If you are interested in this topic just give me a calla or email and we can discuss further :-)

/Jakob Kuttenkeuler, professor
070-346 4240
jakob@kth.se
--- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- --- ---",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=b19d0579-7c27-ed11-b5cf-0003ff30b1a3,Kundkommunikatörer till idrottsintresserat finansbolag och padelbolag,Verdana Fond och Försäkring AB,"Engelbrektsgatan 5, Stockholm",Seasonal and part time jobs,Real Estate Development and Financial Services,8/29/2022,12/31/2022,"Kundkommunikatörer till idrottsintresserat finansbolag och padelbolag

Verdana Fond & Försäkring arbetar sedan 2003 med finansiell rådgivning/kapitalförvaltning. Bolaget riktar sig mot privatpersoner, företagare, utlandssvenskar samt fotbollsspelare.
Vi har kontor i centrala Stockholm, Båstad och Åre.

I Verdana koncernen ingår även Verdana padel AB som äger den nya exklusiva padel anläggningen på Långholmen (6 st utomhusbanor) samt även en privat medlemsklubb i Spånga (X10 AB).

Verdana är auktoriserade rådgivare under finansinspektionens tillsyn och ombud till ett värdepappersbolag och har därför möjlighet att erbjuda våra klienter ett brett utbud av finansiella produkter. På Verdana arbetar engagerade och välutbildade investeringsrådgivare där klienten sätts i fokus. Vi tror på långsiktiga relationer och individanpassade lösningar.

Arbetsuppgiften är att boka upp befintliga klienter på möten samt övrig kundkommunikation.
Du ska vara kommunikativ, lösningsorienterad och driven.

Denna tjänst motsvarar 10–20 timmar per vecka uppdelat på cirka 2-3 tillfällen. Tjänsten skulle kunna delas av två personer/studenter.

Vill du arbeta i ett entreprenörsdrivet företag där egna initiativ och nytänkande välkomnas tror vi att du kommer att trivas på Verdana. Vi kan erbjuda dig ett självständigt arbete på en dynamisk arbetsplats med trevliga arbetskollegor där det finns ett starkt idrottsintresse. Vill du arbeta som finansiell rådgivare framöver så finns goda möjligheter till detta.

Skicka CV och en kort presentation om dig själv och varför du skulle vilja arbeta hos Verdana Fond & Försäkring till inbjudan@verdana.se. Rubrik ”Kundkommunikatör”.

Tillträde omgående
10-20 h/vecka
Individuell fast timlön



ANDERS HAMMARGREN
VERDANA FOND & FÖRSÄKRING

Engelbrektsgatan 5, 114 32 Stockholm
Köpmansgatan 13, 269 33 Båstad

Växel: +46(0)8-411 35 50
Mobil: +46(0)70-356 56 10",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=c4c00cdd-4125-ed11-b5d1-0003ff304b93,Examensarbete inom mekanisk beräkning på kompositstolpar,NEKTAB Nordisk ElkraftTeknik AB,Sundbyberg / distans,Degree project,Engineering physics,8/26/2022,11/27/2022,"BAKGRUND
I takt med att elförbrukningen i Sverige ökar behöver elnätet byggas ut. På de högre spänningsnivåerna används främst luftledningar med olika typer av stolpkonstruktioner. Konstruktion och materiel utformas efter respektive stolpplats förutsättningar; laster, vinklar, höjdskillnader till angränsande stolpar, korsande ledningar och omgivning.

I dagsläget används trästolpar som standard på regionnätsnivå och stålstolpar på transmissionsnätsnivå, men vid särskilda omständigheter används även kompositstolpar. Kompositstolpar har blivit allt vanligare och används bland annat då det finns risk att impregneringsmedel kan läcka ut i vatten eller vid korsningar som kräver högre stolpar än vad som normalt går att få tag på för trästolpar. Vid stolpkonstruktion är det viktigt att stolpen klarar av alla mekaniska laster och krav som finns enligt svensk standard. För att dimensioneringen av kompositstolparna ska bli korrekt behöver lastträd för olika punkter på stolpen tas fram.

UPPDRAGSBESKRIVNING
Examensarbetet syftar till att ge en fördjupad kunskap inom konstruktion och dimensionering av kompositstolpar. I examensarbetet ingår dels grundläggande principer och materialval vid konstruktion av kompositstolpar samt att ta fram ett program för beräkning av mekaniska laster på kompositstolpar. Output från programmet ska som minst vara ett lastträd (tabell) med laster för olika punkter i stolpkonstruktionen vid olika lastfall, men får gärna även ge en grafisk skiss över konstruktionen och vilka punkter som lastträdet avser. Programmet ska vara tillämpbart för att räkna på nya konstruktioner och ej enbart en stolpkonstruktion. I examensarbetet ingår även en beskrivande del av arbetet som gjorts och hur programmet ska användas.

Examensarbetet kan till viss mån anpassas efter student för att uppfylla de krav som ställs från skolan. För att uppfylla dessa krav kan till exempel ett specifikt case lösas av studenten med hjälp av programmet.

PLACERING OCH STARTDATUM
Placeringsort för examensarbetet är Stockholm. Vi ser gärna att större delen av arbetet görs på vårt kontor. Egen plats för studenten kommer finnas på NEKTABs kontor på Löfströms allé i Sundbyberg.

Examensarbetet planeras utföras våren 2023. Startdatum för examensarbetet kan anpassas efter student.

VI SÖKER
Vi söker dig som går sista året på en civilingenjörsutbildning och har följande bakgrund:
• Goda kunskaper inom mekanik och hållfasthetsteknik
• Grundläggande programmeringskunskaper (octave/matlab) alternativt goda kunskaper i excel

NEKTAB är ett familjärt företag och vi som jobbar här värnar om varandra. Vi söker dig som är lyhörd, driven och pålitlig. Du är noggrann och självgående men inte rädd för att göra fel eller be om hjälp, en lagkamrat som vill vara en del av gruppen och gillar att samarbeta för att lösa problem.

OM FÖRETAGET
NEKTAB bildades 2007 av ett antal etablerade konsulter inom energiområdet. Företaget antog redan då den unika formen av ett medarbetarägt konsultbolag och ägs fortsatt till hundra procent av de anställda. Vi är det familjära bolaget som erbjuder expertkunskap och helhetslösningar för att i nära samarbete med våra uppdragsgivare och partners utveckla kostnadseffektiva och hållbara elnät i hela Sverige.

Som examensarbetare kommer du tillhöra NEKTABs transmissions- och regionnätsgrupp. Vi arbetar mot samtliga stora nätbolag, bland annat Svenska Kraftnät, Vattenfall och Ellevio samt mindre bolag som Jämtkraft och Skellefteå Kraft. Vi är specialiserade inom projektering och samarbetar med andra teknikområden så som GIS, skog- och markåtkomst och tillståndshantering för att kunna erbjuda helhetsåttaganden mot våra kunder. Exempel på projekt som vi utför är projektering av ledningar till nya vindkraftparker.

ANSÖKAN OCH KONTAKT
Om examensarbetet låter intressant skicka in personligt brev, CV och lista på tagna kurser till linnea.sjoholm@nektab.se. Vid frågor kontakta Linnea via mail eller på 08-401 22 76.",False,False
